Mol,DH,TDS,DG,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0021eth_water,-3.27,-4.54,1.27,298,0.011639075,0.046978968,0.105550406,0.186681037,0.289536069,0.413003997,0.555595977,0.715488314,0.890706067,1.079320791,1.279483815,1.48931673,1.706940044,1.930883404,2.160535016,2.395994385,2.637467861,2.884440292,3.135256281,3.386997509,3.636537842,3.880998768,4.117986201,4.346187747,4.566370051,4.782176854,5.001109654,5.243459218,5.55974796,6.027816849,6.725420309,7.708453377,8.999656112,10.49877739,11.7164735,11.97932784,11.27167273,10.31884677,9.873050849,10.26254017,11.44148968,13.20862408,15.29060846,17.16038956,17.63567066,15.02778208,8.224435742,-2.401487523,-15.19132801,-28.12079299,-39.57043275,-48.14942546,-54.10898715,-57.71141985,-58.38711655,-54.85029688,-45.97478404,-31.84171499,-14.01761647,5.095108294,21.71925535,33.45697839,41.45477254,46.63308952,49.6816163,51.05349948,51.016739,49.72624311,47.2668286,43.6735081,39.05106634,33.58378948,27.5041654,21.06279132,14.49250136,8.015616446,1.875303376,-3.661221715,-8.32993169,-11.91386498,-14.29995238,-15.54401461,-15.81547174,-15.3547037,-14.38630343,-13.10866875,-11.69809942,-10.29128979,-9.001257423,-7.957102478,-7.250041795,-6.915284775,-6.93881299,-7.266651886,-7.831563845,-8.564546454,-9.38848524,-10.23275584,-11.0319391,-11.72511836,-12.25898418,-12.59014643,-12.69844861,-12.5994559,-12.30611117,-11.81598803,-11.11269548,-10.1683702,-8.953495769,-7.453019088,-5.678115305,-3.669949823,-1.496841186,0.751243612,2.978764157,5.093264985,7.000730818,8.625717187,9.924282306,10.87043084,11.45473835,11.68261008,11.57203265,11.15242522,10.46522456,9.550964832,8.453342893,7.218855571,5.895464916,4.530977656,3.171585314,1.860327538,0.635364091,-0.471353798,-1.435336581,-2.240234261,-2.878108203,-3.349593274,-3.662888626,-3.83239095,-3.876889295,-3.818045907,-3.678879736,-3.481999867,-3.248351745,-2.996591463,-2.742085783,-2.497159279,-2.271050462,-2.069780321,-1.897735843,-1.756553879,-1.644224443,-1.556988251,-1.489810763,-1.43668261,-1.391254102,-1.347527693,-1.29996859,-1.243874725
0022pro_water,-5.16,-6.43,1.27,298,0.016905273,0.068199419,0.153136857,0.270668306,0.41951216,0.598159202,0.804838272,1.037441442,1.293494325,1.570434107,1.865902118,2.177865002,2.504598405,2.844645149,3.196962016,3.5607752,3.934948241,4.317432726,4.70506519,5.093451514,5.477500023,5.852028439,6.212510034,6.556258506,6.883915856,7.20058972,7.516786967,7.857892456,8.283003536,8.876769214,9.713529216,10.83582501,12.2508497,13.85436046,15.17644856,15.5429193,14.87971924,13.86162223,13.25504207,13.44430741,14.43520983,16.04521203,18.00567205,19.8091336,20.29978618,17.74685475,10.89386008,-0.032036965,-13.38207297,-26.98166877,-39.0026438,-48.05303194,-54.22275667,-57.83894415,-58.56923224,-55.44444532,-47.57436462,-35.0315955,-19.12412277,-1.900592141,13.79827299,26.34269619,35.78321752,42.23462933,46.31431902,48.54828886,49.2469357,48.55310403,46.52770646,43.24480765,38.84641925,33.53794849,27.55952496,21.16877667,14.64010221,8.197750114,2.067247206,-3.513906585,-8.316308496,-12.1398489,-14.83109813,-16.38661448,-16.8871806,-16.48323716,-15.35574251,-13.71569321,-11.77440215,-9.734913729,-7.804882715,-6.198602467,-5.077842447,-4.529220305,-4.557708389,-5.081355465,-5.974157721,-7.100819458,-8.321857962,-9.524838395,-10.61572552,-11.51238064,-12.17591998,-12.59025041,-12.7483842,-12.64877275,-12.27387166,-11.60926086,-10.65034422,-9.405229223,-7.891572317,-6.15647706,-4.272509907,-2.325304582,-0.405725007,1.411521576,3.063578484,4.504658976,5.710599333,6.667593631,7.365152858,7.799039132,7.971851611,7.892861963,7.578893738,7.052165246,6.33662604,5.456136305,4.439569528,3.327652593,2.174446287,1.040430659,-0.018081841,-0.957043853,-1.751781153,-2.394135846,-2.884138479,-3.226485329,-3.427962409,-3.497748105,-3.448050492,-3.294070396,-3.053618548,-2.747088387,-2.396322507,-2.021955971,-1.643845433,-1.280930755,-0.948293925,-0.657457995,-0.416283492,-0.228938027,-0.095178388,-0.010942755,0.029466132,0.032850749,0.006743271,-0.041131666,-0.103157878,-0.172242764,-0.241784581,-0.30608204
0024met_water,-5.43,-6.59,1.16,298,0.023532941,0.095105368,0.214077281,0.379412608,0.589589426,0.842634474,1.136282511,1.468044006,1.835285545,2.235437577,2.666467003,3.126836001,3.614869646,4.128015843,4.662724766,5.21477202,5.779457784,6.351555836,6.925122058,7.493193973,8.048114355,8.58226005,9.089170725,9.565003376,10.01012831,10.43015299,10.83729159,11.26289503,11.78017324,12.48681154,13.4534948,14.70153756,16.2105132,17.86386421,19.22255608,19.64010862,18.98493509,17.83728876,16.92589068,16.66527435,17.12152985,18.16584947,19.57214907,20.90000448,21.09357382,18.45648663,11.6171047,0.62830291,-12.92956624,-26.80362301,-39.08069378,-48.48100148,-54.75463995,-58.27445211,-58.77279401,-55.40499992,-47.44308058,-35.08276571,-19.68034793,-3.289954914,11.08506714,22.7442638,31.81861039,38.20655135,42.38113852,44.79420364,45.71783778,45.26973122,43.48736176,40.4208653,36.19098254,30.99331807,25.06954614,18.66785924,12.03091794,5.391853793,-0.915684174,-6.646724344,-11.57240404,-15.5479395,-18.48436973,-20.34437257,-21.16413778,-21.03049617,-20.07516978,-18.47526888,-16.42793659,-14.13159598,-11.79501477,-9.633930704,-7.829984641,-6.489624245,-5.628533754,-5.175876381,-5.005160154,-4.987695424,-5.022632091,-5.044243395,-5.019049326,-4.938102564,-4.804560176,-4.616803162,-4.358908113,-3.990905602,-3.500563418,-2.88005359,-2.12515235,-1.252599788,-0.304457327,0.654377385,1.556011642,2.30865833,2.842018272,3.13473202,3.206019045,3.098339659,2.859560043,2.516655576,2.072682192,1.523466514,0.872573816,0.139505933,-0.646581994,-1.459855583,-2.289983699,-3.138431952,-4.000810318,-4.853503565,-5.648376526,-6.322477632,-6.816251268,-7.100362912,-7.171978574,-7.052235625,-6.771495963,-6.354801015,-5.822719307,-5.193659279,-4.486871488,-3.725727516,-2.930033995,-2.116836594,-1.303453007,-0.50674463,0.257220604,0.971911649,1.623505348,2.200726864,2.694964857,3.100920459,3.417093671,3.645364465,3.789581695,3.854705054,3.846262769,3.77018702,3.632733829,3.440261176,3.198568363,2.914328249
0025buta_water,-5.76,-7.14,1.38,298,0.020511518,0.082849892,0.186412233,0.330497815,0.514385868,0.737058025,0.996838267,1.29117687,1.616739837,1.969860442,2.347161507,2.745945439,3.164216039,3.600580274,4.054330997,4.525137477,5.012034469,5.512471958,6.02210273,6.535071461,7.044563535,7.543634544,8.026201543,8.488498928,8.931043915,9.360154934,9.789026117,10.24838545,10.80771158,11.56360422,12.59628898,13.94604232,15.61351904,17.48171799,19.04157693,19.54811858,18.8805559,17.73933658,16.96464433,17.0105731,17.92131306,19.52212336,21.53375329,23.42617313,23.97411007,21.26606219,13.79024522,1.61012597,-13.55790309,-29.25764528,-43.25544386,-53.89960191,-61.29472126,-65.67001189,-66.65529505,-63.28305412,-54.71512934,-41.14112074,-24.0352743,-5.615549098,11.32820294,25.20442409,36.08000883,43.88376006,49.02826952,52.05526242,53.30360707,52.95384815,51.07936257,47.74883624,43.09915263,37.35590465,30.80524275,23.74957091,16.47234673,9.234748956,2.313944273,-3.98491193,-9.365038621,-13.64700283,-16.73748656,-18.64428382,-19.44847468,-19.29343705,-18.36818792,-16.88183244,-15.04408064,-13.05800787,-11.14163778,-9.52200236,-8.3872895,-7.849293366,-7.929750246,-8.554002974,-9.577441882,-10.82300346,-12.09973137,-13.23782094,-14.11188027,-14.6496361,-14.81699882,-14.61132795,-14.05250724,-13.17238305,-12.00943557,-10.60853574,-9.008516235,-7.232757362,-5.30693479,-3.259545808,-1.134829803,1.00049268,3.070145903,5.001933602,6.731490354,8.199620108,9.351353046,10.13823411,10.53026808,10.5262923,10.15352598,9.457464317,8.494791783,7.32600518,6.009970357,4.59593328,3.123457977,1.628133221,0.14846256,-1.27268458,-2.592574209,-3.770882908,-4.773772152,-5.579954254,-6.177125218,-6.563007483,-6.743539623,-6.731644911,-6.545991848,-6.208978845,-5.745615496,-5.184611116,-4.556222939,-3.890757353,-3.219500626,-2.568786413,-1.958214167,-1.399871331,-0.898440347,-0.453834291,-0.063639706,0.274148706,0.561024669,0.797675185,0.98592911,1.129604227,1.233558012,1.302970689,1.342627221,1.356999265
0029hex_water,-7.27,-8.95,1.68,298,0.041457556,0.166872871,0.373575152,0.658466632,1.018735907,1.451522176,1.953051497,2.518005333,3.139467438,3.809589065,4.520286087,5.263516933,6.031482302,6.817069373,7.614673626,8.420266349,9.230089329,10.03926926,10.84147307,11.6291204,12.39401769,13.1278229,13.82292857,14.47458105,15.08410894,15.66203466,16.23068944,16.84445998,17.62511017,18.72765338,20.25543678,22.22963856,24.61022461,27.24213611,29.58712209,30.83842044,30.76477256,29.98852601,29.36182074,29.4083339,30.24637055,31.74783555,33.63885379,35.28474503,35.06601094,30.37361294,19.13290382,1.500539421,-19.99130431,-41.77534882,-60.75937561,-74.75662277,-84.05258031,-89.29890767,-90.335753,-86.21613318,-76.04389312,-60.00017724,-39.66489909,-17.48941163,2.958411468,20.46878518,34.87308583,45.96101046,54.06574229,59.67404112,63.05831195,64.2572435,63.27627689,60.15578438,55.08691812,48.41242315,40.54359115,31.91729139,22.93660239,13.95857353,5.348359495,-2.532439894,-9.384832533,-14.92420059,-19.0090102,-21.62484522,-22.84637213,-22.81605689,-21.72725421,-19.80712307,-17.30470088,-14.4920182,-11.68452745,-9.24122617,-7.487423266,-6.63606487,-6.7517583,-7.755338194,-9.469435475,-11.65794137,-14.06826666,-16.45268578,-18.58561671,-20.3086109,-21.58123299,-22.44885429,-22.9956931,-23.2862512,-23.33441072,-23.107434,-22.54011322,-21.54464109,-20.03520406,-17.96824977,-15.36926634,-12.33246225,-8.997520738,-5.519909852,-2.048139226,1.295682224,4.401280013,7.161730556,9.496157901,11.36083539,12.7547575,13.70810814,14.26365636,14.4571085,14.30820685,13.82834368,13.036098,11.96674462,10.66620879,9.178596128,7.538283425,5.778081128,3.943937949,2.101127432,0.327953305,-1.30054816,-2.729485542,-3.930583777,-4.898843451,-5.644827005,-6.184072959,-6.527120656,-6.677169377,-6.635743386,-6.411660275,-6.030210471,-5.533821882,-4.972477005,-4.388859126,-3.814808988,-3.276078012,-2.79758161,-2.402946184,-2.106992895,-1.908346222,-1.789441304,-1.721715969,-1.675777642,-1.630044948,-1.572072288
0031pro_water,-3.73,-3.42,-0.31,298,0.015115514,0.06105848,0.13729357,0.242915203,0.376741168,0.537563338,0.724021122,0.93431021,1.166040895,1.416506337,1.683123171,1.963801665,2.25680386,2.560353231,2.872361951,3.190508808,3.512539464,3.836715391,4.161509566,4.485021522,4.80472369,5.117464502,5.420084114,5.710390173,5.988292231,6.256848482,6.522313964,6.795810155,7.099694388,7.467158511,7.930946144,8.515511261,9.238181243,10.1123302,11.12038108,12.08001274,12.58491797,12.37615239,11.66637237,10.9312219,10.55065372,10.68335,11.28399007,12.01598182,11.98329244,9.839051829,4.644100426,-3.355822517,-12.83764971,-22.15495943,-30.00317853,-35.46618085,-38.94991843,-40.97726781,-41.74611601,-40.79581156,-36.90270356,-28.76282313,-16.15194266,-0.458607213,14.65850791,26.4931789,35.11097738,40.52872673,43.43273229,44.41630707,43.8729728,42.06474255,39.18407099,35.42071292,30.98019728,26.0741751,20.89395864,15.59805488,10.32961653,5.182733269,0.262233085,-4.284433919,-8.263855072,-11.47118837,-13.73559222,-15.01628378,-15.44563636,-15.22490531,-14.54236004,-13.53298997,-12.32182375,-11.04247351,-9.815174954,-8.759099957,-7.957790258,-7.448318156,-7.211323199,-7.196461825,-7.341867889,-7.591447438,-7.891375249,-8.193476464,-8.475114982,-8.716689964,-8.894305289,-8.975983937,-8.926917618,-8.706845038,-8.275072653,-7.602714307,-6.675217809,-5.489737807,-4.063298757,-2.443605136,-0.728310912,0.983375384,2.604960141,4.067754926,5.323798536,6.343142064,7.112575733,7.61936648,7.853543041,7.808957822,7.493469702,6.930020241,6.156455305,5.216882236,4.150359306,2.975866484,1.711688243,0.382984065,-0.977522184,-2.323145215,-3.592566934,-4.715769453,-5.631516493,-6.302065211,-6.71658725,-6.885660224,-6.835183679,-6.601415121,-6.219843341,-5.722467216,-5.138563934,-4.495225855,-3.817241896,-3.126848383,-2.444484359,-1.790117447,-1.176869257,-0.614842525,-0.11176594,0.326675342,0.697760604,1.001904082,1.242036605,1.423235932,1.55192734,1.635295991,1.680772636,1.694996882,1.684090499,1.653575264
0032but_water,-3.23,-3.07,-0.16,298,0.020153616,0.081263391,0.182349447,0.322193436,0.499602804,0.713355997,0.96167061,1.241796671,1.550011352,1.882141707,2.234153683,2.602687463,2.985216302,3.379917584,3.785190391,4.199356654,4.620563681,5.046906005,5.476365183,5.906308823,6.333226293,6.753076165,7.161762171,7.556326005,7.936883314,8.308362928,8.680972732,9.073987421,9.525524361,10.08634497,10.79699398,11.67764957,12.73451431,13.96847967,15.34490516,16.64768511,17.42894172,17.41233757,16.82728832,16.18039842,15.87766031,16.09118513,16.77733178,17.59166814,17.58134983,15.21221807,9.251739592,-0.266605798,-11.97281908,-23.91176832,-34.38825087,-42.07418764,-47.18975381,-50.33880006,-51.73478014,-50.84058387,-46.34110921,-36.95495719,-22.65959827,-5.147974828,11.48962065,25.02025123,35.38260916,42.42959279,46.590201,48.54634518,48.74399586,47.4567035,44.87684734,41.18156631,36.58451182,31.31787026,25.61389267,19.67748706,13.67574512,7.745500109,2.032702832,-3.261689136,-7.906979825,-11.66473948,-14.37075728,-16.06176651,-16.89689195,-17.06323982,-16.7315843,-16.03845104,-15.09608923,-14.02156984,-12.93212598,-11.94296214,-11.1523781,-10.6260032,-10.39317427,-10.43662127,-10.70591045,-11.13150186,-11.62612079,-12.10435093,-12.49999153,-12.76836443,-12.88436476,-12.83740071,-12.6201021,-12.21418303,-11.59007935,-10.71846536,-9.580274854,-8.166465813,-6.485426151,-4.575225014,-2.500283779,-0.34692285,1.785787538,3.835076468,5.745578046,7.464067227,8.936932621,10.11080549,10.93985129,11.39400435,11.46504772,11.17359993,10.55979356,9.674836694,8.568985304,7.279003852,5.83960468,4.283440147,2.643304829,0.962015839,-0.700458631,-2.268716501,-3.676813153,-4.886049152,-5.874227017,-6.632847413,-7.162309273,-7.468793472,-7.567086294,-7.479408798,-7.237492975,-6.875799516,-6.427068837,-5.919965071,-5.379359292,-4.826166949,-4.27774403,-3.745050002,-3.231876944,-2.738094849,-2.263254987,-1.810261251,-1.384816303,-0.992892027,-0.639755404,-0.326721487,-0.050010131,0.198975264,0.430811731,0.65388677
0035ben_water,-6.72,-5.85,-0.87,298,0.019906263,0.080307781,0.180496982,0.319914406,0.498047728,0.713586319,0.96385395,1.245536065,1.555659593,1.891693381,2.250964594,2.630667613,3.028439932,3.44282735,3.872931717,4.317926328,4.776453834,5.245324357,5.719200615,6.191870448,6.657651843,7.112725896,7.555051413,7.984601587,8.404352883,8.82105887,9.244249612,9.686597456,10.17260076,10.7489307,11.48571344,12.46877903,13.78396269,15.36102469,16.44823461,15.73657388,12.9221707,9.311660221,6.634546577,5.923727655,7.35320295,10.57580972,14.94571965,19.05332678,19.92344588,13.97612887,-0.192512435,-20.42562787,-42.40219825,-62.01889094,-75.99591034,-84.17729478,-88.12023765,-88.60216049,-85.21309407,-76.49443311,-61.10130927,-39.24147633,-13.09643986,14.04628708,39.05814723,59.59017354,73.51045978,81.87065786,86.05695109,87.03035687,85.36663457,81.38896755,75.35212379,67.57055472,58.44476498,48.41905697,37.9056468,27.25347846,16.74520863,6.653985156,-2.707600487,-10.94585182,-17.65548441,-22.63082186,-25.77804877,-27.12149921,-26.83568111,-25.22496591,-22.68053822,-19.62411229,-16.45804934,-13.54577476,-11.20986341,-9.713374143,-9.149345785,-9.464471729,-10.52007736,-12.11460614,-13.99928762,-15.92226629,-17.65546952,-19.02642418,-19.91513528,-20.22539499,-19.8743046,-18.77783776,-16.88361413,-14.2278187,-10.94834231,-7.266185436,-3.407387052,0.469204589,4.273031719,7.939046254,11.45452385,14.80033889,17.8621619,20.43439791,22.28541976,23.24211135,23.23592171,22.30194571,20.56500508,18.1625578,15.21471163,11.82877864,8.098211709,4.122476068,0.02744953,-4.034126992,-7.908094211,-11.46527134,-14.61272359,-17.29901472,-19.49692226,-21.15210495,-22.18419541,-22.52780048,-22.17328984,-21.1683006,-19.61286119,-17.63091927,-15.3462274,-12.88430286,-10.36795801,-7.901049655,-5.565664578,-3.415650714,-1.47448034,0.259430325,1.802128537,3.162588395,4.338961267,5.32153979,6.100884006,6.678839597,7.067025981,7.283931214,7.35243321,7.29761215,7.143892182,6.912821091,6.622489627,6.286637558
0036tol_water,-7.74,-6.85,-0.89,298,0.027182272,0.109718013,0.246699016,0.437229465,0.680382373,0.974426375,1.316346341,1.702557143,2.129685812,2.594401119,3.093060834,3.621855015,4.177069017,4.755175847,5.352635582,5.96582746,6.590709181,7.221879057,7.852398213,8.47445646,9.080571879,9.66469489,10.22229501,10.75101174,11.25249296,11.73420499,12.20934726,12.70161128,13.25977119,13.95670109,14.8695539,16.06761426,17.60670316,19.40192029,20.75741896,20.44562947,18.10573418,14.85795132,12.27905104,11.36294971,12.32663602,14.89377155,18.50354908,21.91414521,22.44261504,16.70042285,3.105365364,-16.63583933,-38.57660419,-58.70575247,-73.98952792,-83.60182763,-88.6979704,-90.07798039,-87.42321029,-79.41583154,-64.82462067,-43.86196026,-18.63517713,7.686391132,32.08569884,52.2896998,66.41541463,75.23387717,80.01938771,81.68005826,80.77788662,77.6336381,72.48747842,65.61421084,57.36238361,48.12504178,38.27908795,28.16356126,18.11794059,8.405814658,-0.693876413,-8.855406427,-15.75007501,-21.15401298,-24.93424142,-27.04603377,-27.56263995,-26.7014452,-24.79820392,-22.24696688,-19.43880528,-16.73574806,-14.45544222,-12.85266767,-12.04573025,-12.02517711,-12.6890153,-13.86403971,-15.326529,-16.83928009,-18.18388119,-19.19107067,-19.74671851,-19.77528307,-19.22560892,-18.05778773,-16.25160323,-13.84162929,-10.94438752,-7.751876046,-4.442442443,-1.159400871,2.008261772,5.0310881,7.929964309,10.7144974,13.31941538,15.59681444,17.3471641,18.40945375,18.70850958,18.25182739,17.11578032,15.41308158,13.25820482,10.76039245,8.006007061,5.076294164,2.068595896,-0.901090304,-3.718572085,-6.297031377,-8.579865531,-10.53467081,-12.13660675,-13.35450971,-14.150694,-14.50218139,-14.41562717,-13.92834399,-13.1049764,-12.02478228,-10.76812082,-9.409749329,-8.016008055,-6.638658269,-5.325835696,-4.118670951,-3.045828581,-2.12022178,-1.343268242,-0.707650619,-0.197363986,0.208563352,0.528095428,0.778870409,0.975706528,1.128617282,1.24850997,1.350709967,1.447905727,1.547105864,1.646689847,1.73522744
0037eth_water,-9.42,-8.62,-0.8,298,0.033254374,0.134063939,0.300890132,0.532115764,0.826143042,1.180515263,1.591251974,2.053463763,2.562276881,3.112967667,3.70080916,4.321331237,4.970679296,5.645731002,6.343811965,7.062331405,7.797852602,8.544876962,9.295887997,10.04234788,10.77622308,11.49094704,12.18135752,12.84442053,13.48146212,14.10058951,14.71728119,15.3606262,16.09043245,16.99303343,18.15315143,19.63837505,21.4959473,23.63217975,25.34313666,25.37187068,23.29959416,20.20707316,17.68268402,16.76391474,17.71023881,20.27142132,23.89659279,27.3329972,27.81819517,21.74995467,7.266560091,-14.06960035,-38.1808697,-60.69892951,-78.27870809,-89.65658183,-95.95182758,-98.06086945,-95.69016048,-87.48458421,-72.18366879,-50.06209621,-23.41016114,4.419511845,30.27971995,51.6648292,66.89072326,76.63224767,82.15862454,84.40078476,83.91945454,81.02229414,75.93155764,68.91222667,60.31873581,50.57223839,40.12015847,29.39298494,18.70420201,8.344457927,-1.363110556,-10.0341523,-17.33902033,-23.04913121,-27.04662566,-29.30454359,-29.93363638,-29.17076764,-27.34479212,-24.82967898,-21.9984691,-19.20358324,-16.78136905,-15.01873866,-14.07482072,-13.98271676,-14.66494052,-15.95576348,-17.61782159,-19.38161976,-20.99064508,-22.23959525,-22.98695161,-23.15345722,-22.69963495,-21.60431512,-19.86288284,-17.51585964,-14.66318922,-11.45160449,-8.034023329,-4.511996039,-0.93048266,2.677123049,6.280785497,9.823826876,13.18086551,16.15136258,18.51358249,20.08305205,20.76784635,20.58415202,19.62827516,18.03236332,15.92285687,13.39585482,10.51773187,7.353623655,3.984009547,0.51969536,-2.9105511,-6.177479849,-9.16514034,-11.7775204,-13.93596302,-15.5726025,-16.63793752,-17.11682977,-17.03286603,-16.4469017,-15.4444253,-14.11831831,-12.55772964,-10.84923898,-9.067912915,-7.276407479,-5.534684756,-3.890840562,-2.36346051,-0.95465783,0.329887918,1.471971036,2.441818016,3.20900764,3.756279799,4.087427102,4.220806433,4.18632291,4.024598623,3.779702572,3.488725249,3.173182109,2.839144368,2.483386978
0038oxy_water,-9.01,-8.11,-0.9,298,0.030241952,0.122583147,0.27727827,0.494651644,0.774571627,1.115623715,1.514794726,1.968282631,2.472297973,3.023048911,3.616744169,4.250067177,4.920210478,5.62415074,6.357910084,7.116449752,7.893326754,8.679965107,9.465847602,10.2396926,10.99110202,11.71171904,12.39569246,13.04060086,13.64905743,14.23017394,14.7997388,15.38777814,16.05724139,16.89610347,17.9830304,19.37201985,21.09472262,23.0593167,24.636279,24.69143401,22.81218089,19.92890052,17.46272127,16.37182227,16.92299157,18.91756774,21.88579747,24.7628628,25.17532838,19.93164666,7.234295551,-11.73176271,-33.45333986,-54.01691947,-70.41487581,-81.43880403,-87.80677682,-90.25053306,-88.51760422,-81.39353415,-67.7500696,-47.85039854,-23.74730349,1.493672897,24.960766,44.36187917,58.17770472,67.08678979,72.1622116,74.26182469,73.93489246,71.50177033,67.18748357,61.23544185,53.94622792,45.65919166,36.70849943,27.39913797,18.04830344,8.913634332,0.264413899,-7.604316869,-14.40548356,-19.89462846,-23.90258117,-26.3448632,-27.26377777,-26.82472427,-25.31104182,-23.08315428,-20.51962667,-17.97884077,-15.77799238,-14.18102075,-13.32505306,-13.22267414,-13.77595748,-14.80159244,-16.06391311,-17.33048573,-18.41108364,-19.17968825,-19.56895021,-19.53675629,-19.04222135,-18.03966653,-16.50105889,-14.45542076,-11.99979958,-9.281686432,-6.435614976,-3.555065322,-0.708183972,2.051735294,4.699308223,7.184305469,9.412520758,11.26584618,12.64560749,13.50403203,13.85875007,13.76019919,13.26569153,12.42367991,11.26777261,9.824783437,8.134649284,6.25673082,4.277462971,2.307880874,0.447448125,-1.237922174,-2.711762211,-3.965306453,-5.005509337,-5.827415511,-6.417462912,-6.772424985,-6.911088488,-6.873622282,-6.714245528,-6.483828694,-6.212235233,-5.904316865,-5.556095079,-5.179920093,-4.816057507,-4.513211483,-4.302854723,-4.192492405,-4.171540413,-4.223619552,-4.334493148,-4.488783202,-4.669041415,-4.850269018,-4.992542144,-5.049974054,-4.986878327,-4.789217508,-4.466894052,-4.048287547,-3.569778533,-3.070913793
0039mxy_water,-9.23,-8.39,-0.84,298,0.033176089,0.133974191,0.301398008,0.534339329,0.831553102,1.19099765,1.609481573,2.083292357,2.608742218,3.181862028,3.798350887,4.453837332,5.143923088,5.863820378,6.60815292,7.371141907,8.146412348,8.926522659,9.703072896,10.46712545,11.20994276,11.92362571,12.60135771,13.23855326,13.83557814,14.4006388,14.95044761,15.51857146,16.17484514,17.01468266,18.12075246,19.54630648,21.318298,23.33810492,24.96870442,25.07074029,23.230598,20.37766995,17.92787671,16.83238635,17.35355057,19.29052824,22.17098198,24.9289407,25.19337028,19.79187178,6.964887428,-12.06617305,-33.77050793,-54.24207104,-70.56742556,-81.43156158,-87.58021123,-89.81525587,-87.92877941,-80.76392591,-67.21649851,-47.49308485,-23.55928818,1.613284208,25.12752006,44.83469232,59.09330987,68.26781282,73.54672294,75.79268409,75.55418237,73.14797083,68.79726833,62.73409049,55.25370608,46.72925798,37.53633737,27.98910311,18.39222309,9.031334625,0.15624947,-7.94927399,-14.99677262,-20.7601164,-25.0712411,-27.82197342,-28.99632348,-28.73307006,-27.31173869,-25.1034215,-22.48588781,-19.81807884,-17.42014195,-15.54834363,-14.35595444,-13.87697528,-14.04150595,-14.69569977,-15.63624087,-16.64541163,-17.51521621,-18.08155701,-18.24173639,-17.94307584,-17.17201571,-15.93008729,-14.23380582,-12.14438198,-9.736734947,-7.124534051,-4.43597206,-1.80755533,0.66661141,2.962079493,5.099709241,7.116715367,8.997449581,10.65977509,11.97445053,12.81163865,13.09334901,12.79582022,11.95679502,10.67128807,9.051555864,7.199692526,5.205045556,3.140738937,1.080750825,-0.895040261,-2.713381468,-4.326235102,-5.708686474,-6.84658486,-7.736782686,-8.366963165,-8.725034661,-8.812150891,-8.646690122,-8.260424339,-7.692462617,-6.991221563,-6.204582818,-5.367118687,-4.506938353,-3.651134543,-2.837468909,-2.108504878,-1.501361676,-1.039411383,-0.728420474,-0.555335412,-0.493442828,-0.510203292,-0.57849969,-0.676588736,-0.790230287,-0.910156069,-1.028259826,-1.137750439,-1.236928288,-1.327400068,-1.413493895,-1.506082604
