Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
212chlo_874,-0.563700393,298.15,0.010394157,0.042067823,0.094916321,0.168736365,0.263120561,0.377294354,0.510027194,0.659747319,0.824948028,1.00470442,1.198831049,1.407480347,1.630507912,1.866765214,2.113683322,2.368421918,2.62833543,2.891055919,3.154492717,3.416740764,3.676093067,3.931442326,4.183034791,4.433107557,4.685912681,4.946492783,5.221294176,5.522593998,5.866913648,6.267737019,6.731538494,7.259558691,7.85049638,8.502160312,9.210496971,9.941871917,10.53614674,10.70787548,10.31311017,9.50610879,8.575935177,7.742284219,6.975166468,5.792637491,3.42116043,-0.572839309,-5.845109528,-11.47253257,-16.49838922,-20.26732445,-22.60748122,-23.87185754,-24.37513295,-24.36580524,-23.98396866,-23.04770016,-20.70289895,-15.55706441,-6.631316962,5.534018877,18.06128226,26.48034952,31.61506798,34.32860482,35.22205371,34.72344004,33.15021775,30.76082463,27.77561306,24.38377431,20.75799423,17.01781492,13.24270579,9.48311688,5.769205745,2.12244572,-1.425366776,-4.807057765,-7.904412945,-10.53977426,-12.54901905,-13.86063629,-14.50708944,-14.56506795,-14.15339154,-13.39707099,-12.40661404,-11.26446305,-10.02813653,-8.739595877,-7.436051166,-6.167946554,-5.010607484,-4.046487477,-3.335348468,-2.894227336,-2.705500225,-2.728209521,-2.901836925,-3.17500361,-3.505285866,-3.852741438,-4.181514785,-4.457598736,-4.644510047,-4.699588266,-4.575967219,-4.233637336,-3.661446211,-2.893881374,-1.969551827,-0.92480259,0.202071495,1.366888447,2.514798995,3.58271373,4.518668936,5.278981715,5.835294895,6.173540919,6.28951765,6.189135306,5.886771293,5.405869595,4.773595656,4.019197896,3.173956773,2.270779911,1.342806583,0.421494424,-0.464888053,-1.291736693,-2.038249653,-2.687549864,-3.226914901,-3.648200273,-3.94784215,-4.126207387,-4.188367699,-4.143121503,-4.002263074,-3.779726716,-3.490701498,-3.150884004,-2.775883684,-2.380841128,-1.979994368,-1.586345228,-1.212113992,-0.866471383,-0.556013759,-0.285185824,-0.056262004,0.130620323,0.277110496,0.386373839,0.46264176,0.510877432,0.536477763,0.544945896
241fluo_969,-0.787782873,298.15,0.019767595,0.079891606,0.179963531,0.319579074,0.498189283,0.714704129,0.967170695,1.253078735,1.569851479,1.914917178,2.285669594,2.679444877,3.093780754,3.526598582,3.975853691,4.439296547,4.914043586,5.395948253,5.879619556,6.35940129,6.830330719,7.288826024,7.732793854,8.162000373,8.57906581,8.990242074,9.40455669,9.833407,10.29625803,10.82858309,11.48177979,12.28172624,13.14827672,13.90591561,14.18887605,13.45116833,11.66535044,9.632739807,8.361803439,8.456388487,10.01534158,12.81379817,16.38635059,19.54810965,19.67768817,13.63207953,0.266965623,-18.37737271,-38.38722042,-56.03467172,-68.23111475,-73.93675965,-73.63483998,-67.90259918,-57.3169738,-42.73373562,-25.11587653,-4.515395208,17.39364454,38.15199458,55.57423275,68.23844768,75.07173587,77.32820578,76.33599031,73.00840522,67.920015,61.32778696,53.41985284,44.43602975,34.69865841,24.61201299,14.56310715,4.864235599,-4.225434269,-12.45431478,-19.64342296,-25.57735436,-30.05206525,-32.93498754,-34.18239788,-33.85604266,-32.14277714,-29.35312843,-25.85941909,-22.02823391,-18.18821772,-14.61850123,-11.5479497,-9.140669741,-7.465486198,-6.518283851,-6.223472823,-6.454040154,-7.041741838,-7.804503164,-8.57117269,-9.212711924,-9.652129373,-9.845513314,-9.765265393,-9.378831978,-8.64645723,-7.531666843,-6.021754735,-4.172416999,-2.074418293,0.200906134,2.579540947,4.995123181,7.400488416,9.741830774,11.92601787,13.8087012,15.22232931,16.02906032,16.15805492,15.6102128,14.44856485,12.76971937,10.66600565,8.22149576,5.518521562,2.647760367,-0.289313204,-3.184883746,-5.936636377,-8.461302818,-10.69808683,-12.59963524,-14.14047177,-15.28589012,-15.98241476,-16.18305678,-15.87631997,-15.09649931,-13.92567959,-12.47766044,-10.85924337,-9.161259517,-7.468100404,-5.843308741,-4.327712983,-2.935865211,-1.654874333,-0.458974514,0.661908148,1.696151816,2.624596823,3.423154524,4.065211692,4.534679897,4.829595166,4.960671894,4.947936573,4.818578873,4.603570811,4.334847143,4.040550902,3.740594596
225ethe_920,-1.304308287,298.15,0.024771935,0.100205186,0.226077714,0.402358627,0.62890793,0.904660575,1.227248134,1.59370658,2.001297601,2.447303472,2.928225848,3.439722078,3.977252404,4.536869967,5.115549056,5.711089194,6.321182338,6.941880961,7.566975727,8.188834517,8.800079354,9.394930787,9.969502211,10.52261625,11.0574881,11.5828139,12.11196437,12.66627487,13.28995103,14.0605267,15.08034718,16.45966121,18.29760874,20.53092803,22.40195856,22.52009527,20.40783198,17.24124988,14.76409936,14.12171508,15.60683745,18.94888722,23.5115481,27.77085573,28.36985478,21.09143239,4.04318511,-20.55851693,-47.82760734,-72.9350272,-92.29955485,-105.082177,-112.4269984,-115.0014646,-111.9641968,-101.1839732,-80.99117874,-52.05399198,-17.68294667,17.51292185,48.50017996,72.69356114,89.07148921,98.89348951,103.7742188,104.8576467,102.8340851,98.0771294,90.85171511,81.49709359,70.44740929,58.20626279,45.27257881,32.10303673,19.10924558,6.674326196,-4.797841354,-14.83759213,-23.01968978,-29.05115253,-32.80769502,-34.39673712,-34.10385974,-32.34015381,-29.56855701,-26.25124354,-22.81061251,-19.62758191,-17.04065241,-15.29929995,-14.50703112,-14.62403215,-15.50826956,-16.93922155,-18.64768747,-20.36930764,-21.88095658,-23.02410112,-23.6959334,-23.82379541,-23.34628412,-22.20309673,-20.36403281,-17.86202024,-14.80519546,-11.37402484,-7.765028002,-4.133933782,-0.564006718,2.913705362,6.313493571,9.664768547,12.93445686,16.00095402,18.67149143,20.74512568,22.06770316,22.54896315,22.17625618,20.99039224,19.06282081,16.50119452,13.44294098,10.04521595,6.480951698,2.918896745,-0.49598428,-3.657885533,-6.504542112,-9.010318543,-11.17685681,-13.00144436,-14.46347783,-15.53609229,-16.20217519,-16.45767875,-16.31579386,-15.80544194,-14.95646754,-13.79799491,-12.36412702,-10.70412335,-8.889216669,-7.00237748,-5.125840602,-3.331334267,-1.673690476,-0.188790418,1.105516899,2.207265544,3.123911987,3.871737784,4.468868602,4.92879959,5.255024933,5.446614135,5.506171201,5.444913565,5.282033407,5.038709631
113brom_466,-0.811560821,298.13,0.01094258,0.044273344,0.099795536,0.177097927,0.275508598,0.394096119,0.531757892,0.687436223,0.860467289,1.050815228,1.258841022,1.484388942,1.725931044,1.981198446,2.247427158,2.521720709,2.801400582,3.084078561,3.367731135,3.650828876,3.93241214,4.212140481,4.490362488,4.768178933,5.048263576,5.334605772,5.63364706,5.959078524,6.33101645,6.768023861,7.28152815,7.876496498,8.55388068,9.312229806,10.14761486,11.05115575,12.00561448,12.96351772,13.79263278,14.30608055,14.41526474,14.17094725,13.52746733,12.00820848,8.83746046,3.663395786,-2.971430698,-9.92173364,-16.08421845,-20.75174264,-23.77073986,-25.56281635,-26.49283444,-26.83417956,-26.75599822,-26.31013245,-25.40817883,-23.70183817,-20.25120201,-13.71808391,-3.357886535,9.982304853,22.44193915,30.67793126,35.68479723,38.22707147,38.85832493,37.98661721,35.94528941,33.02154765,29.47523144,25.51605073,21.30513283,16.96292591,12.57517399,8.201705859,3.889103353,-0.312857373,-4.326862819,-8.016779958,-11.16986377,-13.58187777,-15.13130489,-15.85091931,-15.90544197,-15.46707332,-14.6846485,-13.67334068,-12.5206798,-11.29725851,-10.05143305,-8.818071713,-7.624217447,-6.48798114,-5.426383739,-4.46312057,-3.640656618,-3.008559347,-2.602604522,-2.432353983,-2.480941994,-2.708193958,-3.051244777,-3.43773033,-3.804105136,-4.107184384,-4.318536392,-4.421012579,-4.40532425,-4.264273827,-3.982969989,-3.533125414,-2.879833333,-2.000998616,-0.929445291,0.259564097,1.481942305,2.662648372,3.735893194,4.648407432,5.360934341,5.848597248,6.100618333,6.119108733,5.918431598,5.520727088,4.953443855,4.247823828,3.437021998,2.554655682,1.633850874,0.70680789,-0.195247432,-1.042892897,-1.80977485,-2.474413661,-3.021539801,-3.442262989,-3.733468777,-3.89721892,-3.941655351,-3.878793896,-3.72327273,-3.491334805,-3.199919566,-2.865891589,-2.505484837,-2.133750292,-1.764179141,-1.409498481,-1.079928606,-0.782801151,-0.523417506,-0.305059471,-0.129025382,0.005332497,0.100527176,0.160415854,0.189954894,0.194837837
119dime_489,-3.959904418,298.15,0.0466752,0.188960419,0.4262172,0.75685069,1.178073261,1.685582958,2.273275386,2.933673412,3.660897355,4.454534847,5.308554241,6.215707774,7.169864688,8.165210266,9.193936304,10.24381016,11.29959702,12.35002574,13.38668376,14.39840983,15.37332618,16.30063322,17.17284191,17.98649525,18.74260507,19.44859118,20.11639387,18.56527991,-16.04222353,-56.63088298,-68.23773967,-63.11035653,-54.51457815,-50.19079517,-44.48343081,-36.31560692,-24.60173311,-10.49287858,3.7741081,16.76169633,27.85104817,36.88893006,43.84154069,48.60300743,50.5551436,48.46507934,41.40540925,29.7811727,15.03322326,-1.372345608,-16.92173367,-28.32434489,-30.52997995,-17.55294739,11.52301919,47.57613207,71.57396873,84.19279828,88.73591149,87.3772798,81.50306707,72.11203322,60.09516901,46.24042092,31.34555861,16.43368231,2.100299349,-11.31088124,-23.51162111,-34.25017877,-43.83855342,-52.4453057,-59.91706031,-65.76947863,-69.35112216,-70.25936076,-68.78284594,-65.57687471,-61.1495244,-55.91323476,-50.2160189,-44.21309534,-37.88126345,-31.20929347,-24.27915925,-17.33587785,-10.6995488,-4.670244988,0.551863951,4.902769642,8.424657111,11.18529022,13.245573,14.68339932,15.59027335,16.02837932,16.10793365,15.97052343,15.73742808,15.46756551,15.12696385,14.6164379,13.82276368,12.72457038,11.37215046,9.874961094,8.314997638,6.794570135,5.499643261,4.529918109,3.887344835,3.456090632,3.057610415,2.472812163,1.499809183,0.046327353,-1.879537285,-4.158990559,-6.663668512,-9.216311946,-11.61216771,-13.65614214,-15.16694636,-16.08034722,-16.40440825,-16.19445052,-15.5483823,-14.57874549,-13.40392932,-12.15900455,-10.94153885,-9.790380926,-8.685980714,-7.589409778,-6.465988206,-5.300731693,-4.096780387,-2.865122127,-1.645523187,-0.487935221,0.574868635,1.504770042,2.263619992,2.829986245,3.207758003,3.432561989,3.555734043,3.616445491,3.631615493,3.59883627,3.50124718,3.324884224,3.062946372,2.715363751,2.298681213,1.842355747,1.375537863,0.918037848,0.482320409,0.072357796
257dime_1010,-1.896982791,298.15,0.02022021,0.081665341,0.183736699,0.325635753,0.506321227,0.724237339,0.977063653,1.261752249,1.575190531,1.91519685,2.280908774,2.672026241,3.087547049,3.525049586,3.98055313,4.448652129,4.923565191,5.400106506,5.874159536,6.34285062,6.804061115,7.256460786,7.700559187,8.139926465,8.582209489,9.03790163,9.522187235,10.06413704,10.70572189,11.48593955,12.42996722,13.54974958,14.84839232,16.32342878,17.96534624,19.73706475,21.46544017,22.67376235,22.83223665,21.93488536,20.5310894,19.20289949,17.93296135,15.58408028,10.3345006,1.220254247,-10.85194214,-23.66077973,-34.94595429,-43.16314869,-48.27618267,-50.91861912,-51.80651081,-51.51825437,-50.41044409,-48.51477323,-45.39574134,-39.96337843,-30.79667012,-17.12089417,0.342876128,19.40840114,37.13135654,50.04019826,58.0494913,62.25165258,63.41677626,62.12786821,58.8871867,54.14052093,48.28811614,41.67695216,34.58535706,27.21882675,19.72128135,12.19550083,4.729415394,-2.566489797,-9.498743041,-15.6994172,-20.8209769,-24.57218751,-26.81914722,-27.63715334,-27.28689039,-26.06803573,-24.23379798,-21.99167957,-19.4998868,-16.86256868,-14.15222184,-11.43362715,-8.799262349,-6.380847827,-4.326927776,-2.752425861,-1.70414776,-1.158164723,-1.038666636,-1.24707645,-1.700190924,-2.339024327,-3.111485673,-3.954671149,-4.777077174,-5.477439278,-5.968621379,-6.177574206,-6.05270491,-5.576430569,-4.75949078,-3.636184297,-2.273201714,-0.738021797,0.906089474,2.587236475,4.217757191,5.697905898,6.929140737,7.826570519,8.333540807,8.432810309,8.148063307,7.53757695,6.674695526,5.620594115,4.4166169,3.089301652,1.668794471,0.203890142,-1.242698318,-2.61486211,-3.871866068,-4.987671899,-5.945225248,-6.734452085,-7.350341279,-7.791936114,-8.061689645,-8.160606234,-8.084349011,-7.828342279,-7.392789257,-6.785845081,-6.029962937,-5.161507468,-4.224597294,-3.265831177,-2.328264954,-1.446555558,-0.64588207,0.059239427,0.661351931,1.157515461,1.547989315,1.833894522,2.018579313,2.11240505,2.131145329,2.09148013
129naph_551,-2.404286607,298,0.028228193,0.114077916,0.257010679,0.456698009,0.712799375,1.024019621,1.387626326,1.800551771,2.260338055,2.764613899,3.309835182,3.8910533,4.502898287,5.140433092,5.799451185,6.476277712,7.166788415,7.865453122,8.564806768,9.256128817,9.931183676,10.58378546,11.21021626,11.80971798,12.3861143,12.94888236,13.5122285,14.0959108,14.73529655,15.49306485,16.45898596,17.73969686,19.44389145,21.55412442,23.44429477,23.83620438,22.14168825,19.29790015,16.92308401,16.2075968,17.56385157,20.8229076,25.38359425,29.56708298,29.57136207,20.7274335,1.194790532,-26.15543458,-55.59238986,-81.7384458,-100.8934833,-112.3529544,-118.0849798,-119.0356393,-114.4619824,-102.3171723,-81.0143432,-51.30903329,-16.58398443,18.51232198,49.94883287,74.89609992,91.29787658,100.8547297,105.2856355,105.7914433,103.0966781,97.61006365,89.66288609,79.66998189,68.15058844,55.66493885,42.70126975,29.64243879,16.79662527,4.54930938,-6.672767665,-16.43088865,-24.28804283,-29.9825497,-33.43291805,-34.72569294,-34.13591068,-32.0833292,-29.07040517,-25.58291231,-22.05000851,-18.84632268,-16.31219118,-14.73022351,-14.21899653,-14.74768021,-16.16719622,-18.23482855,-20.63707333,-23.03990222,-25.13609277,-26.69450301,-27.57217032,-27.68442148,-26.97629765,-25.39855428,-22.91343592,-19.55168233,-15.45956777,-10.90927548,-6.205038268,-1.593977132,2.768680467,6.826851482,10.60911085,14.17867258,17.53729622,20.5638408,23.03840126,24.74240381,25.52617495,25.33513721,24.20980219,22.26035392,19.62259209,16.44066782,12.86090977,9.033916671,5.112627262,1.264145427,-2.346684454,-5.590677458,-8.395698481,-10.73935776,-12.6398868,-14.12314951,-15.19961052,-15.86706811,-16.12318717,-15.96854342,-15.41547626,-14.48998638,-13.24708043,-11.77560279,-10.17691698,-8.53843235,-6.93260767,-5.424387588,-4.075081501,-2.924351369,-1.975253569,-1.19455261,-0.526445105,0.090577969,0.704003209,1.331705732,1.960988301,2.558423907,3.086688523,3.517281059,3.843482178,4.071687238,4.203024772,4.225481902
109ethy_443,1.77,298,0.05451097,0.219661248,0.492731779,0.870917607,1.351831178,1.932360138,2.607055408,3.367470579,4.202726315,5.101259472,6.052462651,7.047522345,8.079479103,9.142784793,10.23305176,11.34639346,12.47750028,13.61816009,14.75765977,15.88374387,16.98384706,18.04632971,19.06152234,20.02390669,20.93584553,21.81090444,22.67631332,23.5947769,24.70182536,26.15575024,28.03137383,30.29281388,32.84122353,35.55731587,38.23497615,40.45016458,41.75361235,42.08700626,41.81520574,41.40787022,41.18364465,41.25773375,41.58259252,41.8348592,40.89316244,36.54073118,26.52223866,10.30960834,-10.16557521,-31.44533451,-50.18274773,-63.9605419,-72.97631399,-78.12055405,-79.97462215,-78.60245685,-73.71699881,-65.12158,-53.24771819,-39.12700098,-24.12787268,-9.522917345,3.682191483,14.85161988,23.99124927,31.19873664,36.49518251,39.87821985,41.28467836,40.70048123,38.24204377,34.18724157,28.92522927,22.87581455,16.415879,9.845985414,3.417274752,-2.634606057,-8.111103956,-12.84429122,-16.68960812,-19.52017117,-21.25668533,-21.89758277,-21.50595523,-20.20051694,-18.13813768,-15.51906879,-12.60988204,-9.794449786,-7.509377985,-6.12666315,-5.845951374,-6.669665626,-8.432681154,-10.85036361,-13.5832202,-16.2647724,-18.60680782,-20.43065249,-21.66390878,-22.31665179,-22.4674962,-22.22744189,-21.69386826,-20.9201515,-19.90265529,-18.58870946,-16.90359073,-14.79965694,-12.28995874,-9.44439167,-6.370799289,-3.196500612,-0.049736592,2.93435838,5.604623051,7.820623965,9.479022173,10.53296135,10.99685312,10.93731876,10.45430079,9.656445127,8.637188999,7.459760884,6.165696776,4.789091445,3.368884536,1.948448232,0.569237478,-0.73603497,-1.940576998,-3.015257609,-3.928762718,-4.656675012,-5.189072874,-5.53176001,-5.707780235,-5.753590878,-5.710836695,-5.61559414,-5.482617431,-5.305900591,-5.067192387,-4.747221109,-4.338476514,-3.854322021,-3.32203086,-2.774176808,-2.243843955,-1.758155162,-1.333660757,-0.975779252,-0.67954542,-0.437558446,-0.243775317,-0.093331328,0.018296444,0.097066193
039dime_156,-2.771850155,298,0.04216189,0.170704383,0.385266997,0.685108967,1.068861596,1.533788613,2.07517331,2.687066854,3.363095258,4.096332476,4.881500146,5.716762501,6.60262313,7.537159921,8.512026055,9.515630941,10.53539216,11.55904128,12.57614167,13.57658087,14.54862594,15.47914942,16.35676868,17.1741962,17.93153699,18.63882667,19.31596293,20.00496111,20.79817992,21.78125229,21.54481867,10.76555029,-17.50453566,-42.60172931,-50.83535953,-48.74261847,-40.88242183,-30.14350676,-18.64344526,-8.971638765,-1.118680795,5.417876685,11.07219661,15.90394993,18.99568208,18.30657268,11.99741978,0.151970813,-14.92900131,-29.95533144,-41.62082596,-45.92878177,-37.97535998,-14.83250533,20.14571873,53.56845277,75.5112217,89.40271054,97.87486821,102.5147645,103.9013233,102.1812211,97.15296495,88.92379031,78.14263539,65.88229345,52.74371088,38.84231026,24.78109839,10.5434456,-3.925308945,-18.44885467,-32.59783114,-45.76668315,-57.37398586,-67.03874468,-74.81982927,-80.77072706,-84.74028331,-86.54017704,-86.1140515,-83.63632847,-79.32762851,-73.63616279,-66.95290662,-59.63509112,-52.01830825,-44.35562867,-36.75996065,-29.26338195,-21.9351738,-14.88874285,-8.273631498,-2.222848773,3.159408877,7.832313066,11.80871742,15.10210096,17.72386459,19.7004635,21.06725475,21.86641741,22.20201106,22.23396302,22.07073693,21.81871948,21.4388918,20.82406448,19.87836082,18.55618097,16.87636819,14.88187029,12.65601098,10.24531939,7.705378501,5.123591152,2.61064719,0.279210966,-1.817772431,-3.695482093,-5.39596241,-6.941227907,-8.335338609,-9.552054721,-10.55712022,-11.34449311,-11.92565627,-12.31791497,-12.53610798,-12.5831927,-12.46285243,-12.17899221,-11.73255782,-11.1208612,-10.34502001,-9.409032401,-8.332206762,-7.154979835,-5.920175403,-4.664416412,-3.411211454,-2.187765621,-1.012085428,0.100916687,1.143015417,2.10575923,2.971439829,3.722249717,4.338257126,4.800639266,5.094273403,5.211738401,5.153179327,4.924633471,4.539100308,4.016578322,3.379959672,2.653070184,1.862576969,1.035354379
237nbut_954,-0.368455143,298.15,0.053085205,0.213987052,0.480169264,0.848848006,1.317300847,1.881790316,2.536411292,3.273354293,4.083827153,4.958641683,5.888487284,6.864436008,7.878387199,8.923259687,9.992920429,11.08189374,12.18396222,13.29059237,14.39058723,15.47103702,16.51940783,17.52501,18.47944856,19.37820641,20.22395297,21.0294026,21.81839609,22.63996022,23.59800979,24.82832283,26.43453809,28.46598189,30.93324902,33.70326899,36.02033971,36.538354,34.74484163,31.70142096,29.06062268,27.94682322,28.68002989,31.03543068,34.4495026,37.54477105,37.17035378,29.10211236,11.02956089,-15.34235701,-45.18454599,-73.14973975,-95.0387542,-109.3155477,-117.3127547,-120.1506999,-117.7053608,-108.7210104,-91.98223288,-67.74751612,-38.27121679,-6.989736491,22.72441708,47.877389,66.81383241,79.87692732,88.17032628,92.62027372,93.80374754,92.01673629,87.4487203,80.36143842,71.15454764,60.3287924,48.46808809,36.10567653,23.66132827,11.50438893,0.026299434,-10.34059817,-19.21778043,-26.33075193,-31.50779353,-34.6830095,-35.93491002,-35.46926352,-33.61921414,-30.78729231,-27.39394611,-23.85504092,-20.58451833,-17.98466892,-16.36586249,-15.88504901,-16.5258382,-18.12213354,-20.38743193,-22.97957921,-25.55369163,-27.80350913,-29.49991719,-30.47990226,-30.64151913,-29.94399709,-28.39244391,-26.05410179,-23.0653365,-19.60789718,-15.84535573,-11.89339256,-7.817227904,-3.631785828,0.659138854,5.009749117,9.284846254,13.2591243,16.67242848,19.3061757,21.02840686,21.80640293,21.69312306,20.78315355,19.18423104,17.00370888,14.34992653,11.32273506,8.025127373,4.573900916,1.088441583,-2.318412135,-5.542135077,-8.493560606,-11.10071252,-13.2925652,-14.99772626,-16.15994841,-16.75545262,-16.79889402,-16.34394104,-15.47640091,-14.29351067,-12.90023042,-11.39970518,-9.882121046,-8.419858216,-7.057725529,-5.805987534,-4.646268403,-3.551660495,-2.506924264,-1.51837799,-0.607328509,0.201260203,0.888784654,1.449748989,1.893817725,2.244869997,2.54005007,2.819064007,3.104792668,3.393854306,3.659717139
135dich_572,-3.383198763,298.15,0.032993628,0.134239322,0.305205348,0.547694457,0.863443463,1.254152908,1.720597813,2.261372907,2.873439652,3.552841495,4.294468586,5.092102837,5.938840387,6.826496177,7.744835868,8.683157188,9.631589559,10.57956562,11.51497565,12.42620085,13.30457651,14.14524495,14.94615075,15.70926538,16.44178144,17.15575064,17.86641409,18.59264883,19.36486598,20.23212735,21.04044285,19.45666115,10.55506857,-4.302970905,-16.90781545,-22.34228407,-21.35954438,-16.511001,-9.63961711,-1.650991052,7.05177681,16.23507764,25.52568149,33.56608803,37.00731045,31.76556371,16.42967443,-6.19677389,-30.93628635,-53.06022228,-69.1906,-77.44210887,-76.30140214,-62.90558832,-35.69980814,3.235687488,48.75250204,94.07939264,131.8680442,160.397066,176.9130318,179.0795712,170.2671346,154.6550408,135.146481,113.6297475,91.17990143,68.38885106,45.82964617,23.65678652,2.092654452,-18.49520879,-37.67512901,-55.0463498,-70.22661538,-82.81476288,-92.54094069,-99.24615047,-102.9125775,-103.6532909,-101.6985477,-97.42341153,-91.27121704,-83.66756175,-75.07169547,-65.99156713,-56.94625046,-48.27111916,-40.09652942,-32.45534807,-25.39007846,-18.96652185,-13.235461,-8.202348708,-3.824467552,-0.032819232,3.230639056,5.979166461,8.186415074,9.849824064,11.03049618,11.86080853,12.50513435,13.10008162,13.714136,14.3682042,15.12249358,16.03425453,17.07128311,18.09235957,18.87274708,19.14785173,18.68924122,17.35977024,15.18356063,12.39028888,9.273515273,6.053067594,2.776414626,-0.580153106,-4.008675112,-7.454903289,-10.83026963,-14.02925851,-16.92131521,-19.32584849,-21.04367955,-21.94831064,-22.05657146,-21.51716192,-20.54204938,-19.31294834,-17.91693496,-16.37190093,-14.65420385,-12.72436717,-10.6010454,-8.408717809,-6.306018652,-4.399043537,-2.741052573,-1.364021563,-0.277146683,0.502841157,0.979359621,1.217501181,1.319272411,1.377173829,1.450704647,1.552782613,1.663363373,1.735211131,1.727022289,1.64476679,1.535853842,1.475499764,1.537397862,1.763588639,2.14182346,2.621267946
